식품명,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,출처코드,출처명
소고기_한우(1++등급)_사태(상박살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270449,사태(상박살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1++등급)_사태(아롱사태)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270450,사태(아롱사태),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1++등급)_사태(앞사태)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270451,사태(앞사태),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1++등급)_설도(도가니살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270452,설도(도가니살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1++등급)_설도(삼각살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270453,설도(삼각살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1++등급)_설도(설깃머리살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270454,설도(설깃머리살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1++등급)_앞다리(갈비덧살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270455,앞다리(갈비덧살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1++등급)_앞다리(부채덮개살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270456,앞다리(부채덮개살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1++등급)_양지(앞치마살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270457,양지(앞치마살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1++등급)_양지(업진안살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270458,양지(업진안살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1++등급)_양지(차돌박이)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270459,양지(차돌박이),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1++등급)_양지(치마살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270460,양지(치마살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1++등급)_양지(치마양지)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270461,양지(치마양지),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1++등급)_우둔_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270462,우둔,1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1++등급)_갈비_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270481,갈비,1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1++등급)_등심_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270483,등심,1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1++등급)_목심(목심살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270484,목심(목심살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1++등급)_사태_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270485,사태,1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1++등급)_살코기_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270486,살코기,1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1++등급)_안심(안심살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270487,안심(안심살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1++등급)_앞다리_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270488,앞다리,1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1++등급)_앞다리(꾸리살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270489,앞다리(꾸리살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1++등급)_채끝(채끝살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270491,채끝(채끝살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1++등급)_앞다리(부채살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270492,앞다리(부채살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1++등급)_앞다리(앞다리살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270493,앞다리(앞다리살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(3등급)_설도(보섭살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902705,한우(3등급),90270514,설도(보섭살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(3등급)_설도(설깃살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902705,한우(3등급),90270515,설도(설깃살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(3등급)_우둔(우둔살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902705,한우(3등급),90270516,우둔(우둔살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(3등급)_우둔(홍두깨살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902705,한우(3등급),90270517,우둔(홍두깨살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(3등급)_양지(양지머리)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902705,한우(3등급),90270519,양지(양지머리),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(3등급)_양지(업진살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902705,한우(3등급),90270520,양지(업진살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(3등급)_등심_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902705,한우(3등급),90270583,등심,1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(3등급)_목심(목심살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902705,한우(3등급),90270584,목심(목심살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(3등급)_앞다리(꾸리살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902705,한우(3등급),90270589,앞다리(꾸리살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(3등급)_채끝(채끝살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902705,한우(3등급),90270591,채끝(채끝살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_설도_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270613,설도,1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_설도(보섭살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270614,설도(보섭살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_설도(설깃살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270615,설도(설깃살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_우둔(우둔살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270616,우둔(우둔살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_우둔(홍두깨살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270617,우둔(홍두깨살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_양지_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270618,양지,1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_양지(양지머리)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270619,양지(양지머리),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_양지(업진살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270620,양지(업진살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_갈비(꽃갈비)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270637,갈비(꽃갈비),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_갈비(본갈비)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270638,갈비(본갈비),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_갈비(안창살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270639,갈비(안창살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_갈비(제비추리)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270640,갈비(제비추리),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_갈비(참갈비)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270641,갈비(참갈비),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_갈비(토시살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270642,갈비(토시살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_등심(꽃등심살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270643,등심(꽃등심살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_등심(살치살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270644,등심(살치살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_등심(아래등심살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270645,등심(아래등심살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_등심(윗등심살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270646,등심(윗등심살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_사태(뒷사태)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270647,사태(뒷사태),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_사태(뭉치사태)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270648,사태(뭉치사태),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_사태(상박살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270649,사태(상박살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_사태(아롱사태)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270650,사태(아롱사태),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_사태(앞사태)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270651,사태(앞사태),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_설도(도가니살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270652,설도(도가니살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_설도(삼각살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270653,설도(삼각살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_설도(설깃머리살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270654,설도(설깃머리살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_앞다리(갈비덧살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270655,앞다리(갈비덧살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_앞다리(부채덮개살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270656,앞다리(부채덮개살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_양지(앞치마살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270657,양지(앞치마살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_양지(업진안살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270658,양지(업진안살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_양지(차돌박이)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270659,양지(차돌박이),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_양지(치마살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270660,양지(치마살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_양지(치마양지)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270661,양지(치마양지),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_우둔_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270662,우둔,1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_갈비_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270681,갈비,1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_등심_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270683,등심,1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_목심(목심살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270684,목심(목심살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_사태_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270685,사태,1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_살코기_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270686,살코기,1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_안심(안심살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270687,안심(안심살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_앞다리_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270688,앞다리,1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_앞다리(꾸리살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270689,앞다리(꾸리살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_채끝(채끝살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270691,채끝(채끝살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_앞다리(부채살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270692,앞다리(부채살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1등급)_앞다리(앞다리살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902706,한우(1등급),90270693,앞다리(앞다리살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_설도_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270713,설도,1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_설도(보섭살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270714,설도(보섭살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_설도(설깃살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270715,설도(설깃살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_우둔(우둔살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270716,우둔(우둔살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_우둔(홍두깨살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270717,우둔(홍두깨살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_양지_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270718,양지,1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_양지(양지머리)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270719,양지(양지머리),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_양지(업진살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270720,양지(업진살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_갈비(꽃갈비)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270737,갈비(꽃갈비),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_갈비(본갈비)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270738,갈비(본갈비),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_갈비(안창살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270739,갈비(안창살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_갈비(제비추리)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270740,갈비(제비추리),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_갈비(참갈비)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270741,갈비(참갈비),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_갈비(토시살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270742,갈비(토시살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_등심(꽃등심살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270743,등심(꽃등심살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_등심(살치살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270744,등심(살치살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_등심(아래등심살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270745,등심(아래등심살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_등심(윗등심살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270746,등심(윗등심살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_사태(뒷사태)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270747,사태(뒷사태),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_사태(뭉치사태)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270748,사태(뭉치사태),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_사태(상박살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270749,사태(상박살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_사태(아롱사태)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270750,사태(아롱사태),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_사태(앞사태)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270751,사태(앞사태),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_설도(도가니살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270752,설도(도가니살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_설도(삼각살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270753,설도(삼각살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_설도(설깃머리살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270754,설도(설깃머리살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_앞다리(갈비덧살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270755,앞다리(갈비덧살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_앞다리(부채덮개살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270756,앞다리(부채덮개살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_양지(앞치마살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270757,양지(앞치마살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_양지(업진안살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270758,양지(업진안살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_양지(차돌박이)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270759,양지(차돌박이),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_양지(치마살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270760,양지(치마살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_양지(치마양지)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270761,양지(치마양지),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_우둔_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270762,우둔,1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_갈비_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270781,갈비,1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_등심_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270783,등심,1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_목심(목심살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270784,목심(목심살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_사태_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270785,사태,1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_살코기_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270786,살코기,1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_안심(안심살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270787,안심(안심살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_앞다리_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270788,앞다리,1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_앞다리(꾸리살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270789,앞다리(꾸리살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_채끝(채끝살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270791,채끝(채끝살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_앞다리(부채살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270792,앞다리(부채살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(1+등급)_앞다리(앞다리살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902707,한우(1+등급),90270793,앞다리(앞다리살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(2등급)_설도_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902708,한우(2등급),90270813,설도,1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(2등급)_설도(보섭살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902708,한우(2등급),90270814,설도(보섭살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(2등급)_설도(설깃살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902708,한우(2등급),90270815,설도(설깃살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(2등급)_우둔(우둔살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902708,한우(2등급),90270816,우둔(우둔살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(2등급)_우둔(홍두깨살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902708,한우(2등급),90270817,우둔(홍두깨살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(2등급)_양지_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902708,한우(2등급),90270818,양지,1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(2등급)_양지(양지머리)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902708,한우(2등급),90270819,양지(양지머리),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(2등급)_양지(업진살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902708,한우(2등급),90270820,양지(업진살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(2등급)_갈비(꽃갈비)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902708,한우(2등급),90270837,갈비(꽃갈비),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(2등급)_갈비(본갈비)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902708,한우(2등급),90270838,갈비(본갈비),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(2등급)_갈비(안창살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902708,한우(2등급),90270839,갈비(안창살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(2등급)_갈비(제비추리)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902708,한우(2등급),90270840,갈비(제비추리),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(2등급)_갈비(참갈비)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902708,한우(2등급),90270841,갈비(참갈비),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(2등급)_갈비(토시살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902708,한우(2등급),90270842,갈비(토시살),1,생것,1,농촌진흥청(국가표준식품성분표)
소고기_한우(2등급)_등심(꽃등심살)_생것,원재료성 식품,2,동물성,9,육류,9027,소고기,902708,한우(2등급),90270843,등심(꽃등심살),1,생것,1,농촌진흥청(국가표준식품성분표)
